n,r,m
(:Figure {name: 观音菩萨}),[:HAS_POSE],(:Pose {name: 端坐于莲花座上，双手持宝瓶})
(:Figure {name: 童子（左侧）}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 童子（左侧）}),[:HAS_FEATURE],(:Feature {name: 天真可爱，手持玩具})
(:Figure {name: 童子（左侧）}),[:WEARS],(:Costume {name: 红色上衣，黑色裤子})
(:Figure {name: 童子（左侧）}),[:HAS_POSE],(:Pose {name: 站立，面向观音})
(:Figure {name: 童子（右侧）}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 童子（右侧）}),[:HAS_FEATURE],(:Feature {name: 温柔娴静，手捧物品})
(:Figure {name: 童子（右侧）}),[:WEARS],(:Costume {name: 粉色上衣，白色裙子})
(:Figure {name: 童子（右侧）}),[:HAS_POSE],(:Pose {name: 跪坐，面向观音})
(:Figure {name: 天王}),[:IS_A],(:FigureAttribute {name: 护法神})
(:Figure {name: 天王}),[:HAS_FEATURE],(:Feature {name: 威武庄严，手持武器})
(:Figure {name: 天王}),[:WEARS],(:Costume {name: 红色战甲，金色装饰})
(:Figure {name: 天王}),[:HAS_POSE],(:Pose {name: 站立，目视前方})
(:Object {name: 莲花座}),[:HAS_MATERIAL],(:Material {name: 未识别到})
(:Object {name: 莲花座}),[:HAS_PROPERTY],(:Property {name: 象征纯洁与神圣})
(:Object {name: 宝瓶}),[:HAS_MATERIAL],(:Material {name: 未识别到})
(:Object {name: 宝瓶}),[:HAS_PROPERTY],(:Property {name: 象征吉祥与平安})
(:Figure {name: 观音菩萨}),[:HOLDS],(:Object {name: 宝瓶})
(:Artwork {name: 《百代寿星》}),[:HAS_THEME],(:Theme {name: 长寿祝福})
(:Artwork {name: 《百代寿星》}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 红黄为主，色彩鲜艳})
(:Artwork {name: 《百代寿星》}),[:USES_COMPOSITION],(:Composition {name: 中心对称，人物居中})
(:Artwork {name: 《百代寿星》}),[:DEPICTS],(:Figure {name: 寿星})
(:Figure {name: 寿星}),[:IS_A],(:FigureAttribute {name: 神话人物})
(:Figure {name: 寿星}),[:HAS_FEATURE],(:Feature {name: 额头高耸，白发长须})
(:Figure {name: 寿星}),[:WEARS],(:Costume {name: 红色披风，黄色长袍，蓝色裙摆})
(:Figure {name: 寿星}),[:HAS_POSE],(:Pose {name: 站立，右手持杖，左手捻须})
(:Artwork {name: 《百代寿星》}),[:CONTAINS],(:Object {name: 拐杖})
(:Object {name: 拐杖}),[:HAS_PROPERTY],(:Property {name: 顶端有桃子和蝙蝠装饰})
(:Figure {name: 寿星}),[:HOLDS],(:Object {name: 拐杖})
(:Artwork {name: 《五谷丰登》}),[:HAS_THEME],(:Theme {name: 五谷丰登})
(:Artwork {name: 《五谷丰登》}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 红、黄、绿})
(:Artwork {name: 《五谷丰登》}),[:USES_COMPOSITION],(:Composition {name: 对称布局，两个孩童分别位于画面两侧，中间放置花瓶和装饰物})
(:Artwork {name: 《五谷丰登》}),[:DEPICTS],(:Figure {name: 左侧孩童})
(:Artwork {name: 《五谷丰登》}),[:DEPICTS],(:Figure {name: 右侧孩童})
(:Artwork {name: 《五谷丰登》}),[:CONTAINS],(:Object {name: 花瓶})
(:Artwork {name: 《五谷丰登》}),[:CONTAINS],(:Object {name: 装饰物})
(:Figure {name: 左侧孩童}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 左侧孩童}),[:HAS_FEATURE],(:Feature {name: 圆脸，笑容满面})
(:Figure {name: 左侧孩童}),[:WEARS],(:Costume {name: 粉色衣服，黑色花纹})
(:Figure {name: 左侧孩童}),[:HAS_POSE],(:Pose {name: 坐着，手持物品})
(:Figure {name: 右侧孩童}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 右侧孩童}),[:HAS_FEATURE],(:Feature {name: 圆脸，笑容满面})
(:Figure {name: 右侧孩童}),[:WEARS],(:Costume {name: 黄色衣服，蓝色花纹})
(:Figure {name: 右侧孩童}),[:HAS_POSE],(:Pose {name: 坐着，手持花瓶})
(:Figure {name: 左侧孩童}),[:HOLDS],(:Object {name: 装饰物})
(:Figure {name: 右侧孩童}),[:HOLDS],(:Object {name: 花瓶})
(:Object {name: 花瓶}),[:HAS_PROPERTY],(:Property {name: 高大，带有花纹})
(:Object {name: 装饰物}),[:HAS_MATERIAL],(:Material {name: 布料})
(:Object {name: 装饰物}),[:HAS_PROPERTY],(:Property {name: 色彩鲜艳，带有流苏})
(:Artwork {name: 《金蟾童乐》}),[:HAS_THEME],(:Theme {name: 童趣与吉祥})
(:Artwork {name: 《金蟾童乐》}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 红、黄、绿、蓝})
(:Artwork {name: 《金蟾童乐》}),[:USES_COMPOSITION],(:Composition {name: 中心式构图，人物居中，背景简洁})
(:Artwork {name: 《金蟾童乐》}),[:DEPICTS],(:Figure {name: 童子})
(:Figure {name: 童子}),[:HAS_FEATURE],(:Feature {name: 面带微笑，表情活泼})
(:Figure {name: 童子}),[:WEARS],(:Costume {name: 绿色外衣，白色内衬，蓝色裤子})
(:Figure {name: 童子}),[:HAS_POSE],(:Pose {name: 骑在鲤鱼上，手持红色环状物})
(:Artwork {name: 《金蟾童乐》}),[:CONTAINS],(:Object {name: 鲤鱼})
(:Artwork {name: 《金蟾童乐》}),[:CONTAINS],(:Object {name: 红色环状物})
(:Artwork {name: 《金蟾童乐》}),[:CONTAINS],(:Object {name: 松树枝})
(:Figure {name: 童子}),[:HOLDS],(:Object {name: 红色环状物})
(:Figure {name: 童子}),[:RIDES_ON],(:Object {name: 鲤鱼})
(:Object {name: 鲤鱼}),[:HAS_MATERIAL],(:Material {name: 布料（装饰性）})
(:Object {name: 鲤鱼}),[:HAS_PROPERTY],(:Property {name: 色彩鲜艳，图案生动})
(:Object {name: 红色环状物}),[:HAS_MATERIAL],(:Material {name: 布料（装饰性）})
(:Object {name: 红色环状物}),[:HAS_PROPERTY],(:Property {name: 颜色鲜红，形状为环})
(:Object {name: 松树枝}),[:HAS_MATERIAL],(:Material {name: 植物})
(:Object {name: 松树枝}),[:HAS_PROPERTY],(:Property {name: 绿色，针叶状})
(:Artwork {name: 《关公》}),[:HAS_THEME],(:Theme {name: 关羽与周仓})
(:Artwork {name: 《关公》}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 绿色、红色、黄色})
(:Artwork {name: 《关公》}),[:USES_COMPOSITION],(:Composition {name: 竖式布局，人物居中，背景简洁})
(:Artwork {name: 《关公》}),[:DEPICTS],(:Figure {name: 关羽})
(:Artwork {name: 《关公》}),[:CONTAINS],(:Object {name: 青龙偃月刀})
(:Artwork {name: 《关公》}),[:CONTAINS],(:Object {name: 竹简})
(:Figure {name: 关羽}),[:IS_A],(:FigureAttribute {name: 忠义勇武})
(:Figure {name: 关羽}),[:HAS_FEATURE],(:Feature {name: 红脸长髯，威严庄重})
(:Figure {name: 关羽}),[:WEARS],(:Costume {name: 绿袍金甲，头戴绿巾})
(:Figure {name: 关羽}),[:HAS_POSE],(:Pose {name: 端坐持书，神情专注})
(:Figure {name: 周仓}),[:IS_A],(:FigureAttribute {name: 忠心耿直})
(:Figure {name: 周仓}),[:HAS_FEATURE],(:Feature {name: 黑脸浓眉，表情坚毅})
(:Figure {name: 周仓}),[:WEARS],(:Costume {name: 绿袍紫带，头戴红巾})
(:Figure {name: 周仓}),[:HAS_POSE],(:Pose {name: 站立持刀，姿态威猛})
(:Figure {name: 关羽}),[:HOLDS],(:Object {name: 竹简})
(:Figure {name: 周仓}),[:HOLDS],(:Object {name: 青龙偃月刀})
(:Object {name: 青龙偃月刀}),[:HAS_MATERIAL],(:Material {name: 钢铁})
(:Object {name: 青龙偃月刀}),[:HAS_PROPERTY],(:Property {name: 刀身宽大，装饰华丽})
(:Object {name: 竹简}),[:HAS_MATERIAL],(:Material {name: 竹子})
(:Object {name: 竹简}),[:HAS_PROPERTY],(:Property {name: 书写文字，卷轴形式})
(:Artwork {name: 《丹凤朝阳》}),[:HAS_THEME],(:Theme {name: 童趣与吉祥})
(:Artwork {name: 《丹凤朝阳》}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 鲜艳多彩})
(:Artwork {name: 《丹凤朝阳》}),[:USES_COMPOSITION],(:Composition {name: 左右分隔，左侧为凤凰，右侧为两个孩童})
(:Artwork {name: 《丹凤朝阳》}),[:DEPICTS],(:Figure {name: 前方孩童})
(:Artwork {name: 《丹凤朝阳》}),[:DEPICTS],(:Figure {name: 后方孩童})
(:Artwork {name: 《丹凤朝阳》}),[:CONTAINS],(:Object {name: 凤凰})
(:Artwork {name: 《丹凤朝阳》}),[:CONTAINS],(:Object {name: 荔枝})
(:Figure {name: 前方孩童}),[:IS_A],(:FigureAttribute {name: 男孩})
(:Figure {name: 前方孩童}),[:HAS_FEATURE],(:Feature {name: 圆脸、笑容满面})
(:Figure {name: 前方孩童}),[:WEARS],(:Costume {name: 紫色长袍，红色手环})
(:Figure {name: 前方孩童}),[:HAS_POSE],(:Pose {name: 爬行状，手持荔枝})
(:Figure {name: 后方孩童}),[:IS_A],(:FigureAttribute {name: 女孩})
(:Figure {name: 后方孩童}),[:HAS_FEATURE],(:Feature {name: 圆脸、笑容满面，头戴花饰})
(:Figure {name: 后方孩童}),[:WEARS],(:Costume {name: 红色外套，绿色裤子})
(:Figure {name: 后方孩童}),[:HAS_POSE],(:Pose {name: 坐在前方孩童身后，手指前方})
(:Figure {name: 前方孩童}),[:HOLDS],(:Object {name: 荔枝})
(:Object {name: 凤凰}),[:HAS_MATERIAL],(:Material {name: 羽毛})
(:Object {name: 凤凰}),[:HAS_PROPERTY],(:Property {name: 色彩斑斓，姿态优美})
(:Object {name: 荔枝}),[:HAS_PROPERTY],(:Property {name: 红色外壳，绿色叶子})
(:Artwork {name: 《招财进宝》 《发财还家》}),[:HAS_THEME],(:Theme {name: 发财还家})
(:Artwork {name: 《招财进宝》 《发财还家》}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 红黄绿})
(:Artwork {name: 《招财进宝》 《发财还家》}),[:USES_COMPOSITION],(:Composition {name: 左右对称，人物居中})
(:Artwork {name: 《招财进宝》 《发财还家》}),[:DEPICTS],(:Figure {name: 男童})
(:Artwork {name: 《招财进宝》 《发财还家》}),[:DEPICTS],(:Figure {name: 女童})
(:Figure {name: 男童}),[:IS_A],(:FigureAttribute {name: 男孩})
(:Figure {name: 男童}),[:HAS_FEATURE],(:Feature {name: 头戴金冠，面带微笑})
(:Figure {name: 男童}),[:WEARS],(:Costume {name: 蓝色传统服饰，红色边饰})
(:Figure {name: 男童}),[:HAS_POSE],(:Pose {name: 站立，手推车})
(:Figure {name: 女童}),[:IS_A],(:FigureAttribute {name: 女孩})
(:Figure {name: 女童}),[:HAS_FEATURE],(:Feature {name: 头戴花饰，面带微笑})
(:Figure {name: 女童}),[:WEARS],(:Costume {name: 绿色传统服饰，红色边饰})
(:Figure {name: 女童}),[:HAS_POSE],(:Pose {name: 站立，手扶车})
(:Artwork {name: 《招财进宝》 《发财还家》}),[:CONTAINS],(:Object {name: 手推车})
(:Object {name: 手推车}),[:HAS_PROPERTY],(:Property {name: 装满水果和宝物})
(:Artwork {name: 《招财进宝》 《发财还家》}),[:HAS_THEME],(:Theme {name: 招财进宝})
(:Artwork {name: 《招财进宝》 《发财还家》}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 红黄蓝})
(:Figure {name: 男童}),[:HAS_POSE],(:Pose {name: 站立，手持花瓶})
(:Figure {name: 女童}),[:WEARS],(:Costume {name: 黄色传统服饰，红色边饰})
(:Figure {name: 女童}),[:HAS_POSE],(:Pose {name: 站立，手扶男童})
(:Artwork {name: 《招财进宝》 《发财还家》}),[:CONTAINS],(:Object {name: 花瓶})
(:Object {name: 花瓶}),[:HAS_PROPERTY],(:Property {name: 插有花卉})
(:Artwork {name: 《招财进宝》 《发财还家》}),[:CONTAINS],(:Object {name: 元宝})
(:Object {name: 元宝}),[:HAS_MATERIAL],(:Material {name: 金属})
(:Object {name: 元宝}),[:HAS_PROPERTY],(:Property {name: 金色，象征财富})
(:Artwork {name: 《五子夺莲》}),[:HAS_THEME],(:Theme {name: 五子夺莲})
(:Artwork {name: 《五子夺莲》}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 红、绿、黄、蓝、白})
(:Artwork {name: 《五子夺莲》}),[:USES_COMPOSITION],(:Composition {name: 横向排列，五个孩童围绕莲花展开互动})
(:Artwork {name: 《五子夺莲》}),[:DEPICTS],(:Figure {name: 孩童1})
(:Artwork {name: 《五子夺莲》}),[:DEPICTS],(:Figure {name: 孩童2})
(:Artwork {name: 《五子夺莲》}),[:DEPICTS],(:Figure {name: 孩童3})
(:Artwork {name: 《五子夺莲》}),[:DEPICTS],(:Figure {name: 孩童4})
(:Artwork {name: 《五子夺莲》}),[:DEPICTS],(:Figure {name: 孩童5})
(:Artwork {name: 《五子夺莲》}),[:CONTAINS],(:Object {name: 莲花})
(:Figure {name: 孩童1}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 孩童1}),[:HAS_FEATURE],(:Feature {name: 圆脸、笑容满面})
(:Figure {name: 孩童1}),[:WEARS],(:Costume {name: 红色上衣、绿色裤子、蓝色鞋子})
(:Figure {name: 孩童1}),[:HAS_POSE],(:Pose {name: 向前奔跑，双手向前伸展})
(:Figure {name: 孩童2}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 孩童2}),[:HAS_FEATURE],(:Feature {name: 圆脸、笑容满面})
(:Figure {name: 孩童2}),[:WEARS],(:Costume {name: 白色上衣、红色裤子、绿色鞋子})
(:Figure {name: 孩童2}),[:HAS_POSE],(:Pose {name: 向右拉扯另一孩童})
(:Figure {name: 孩童3}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 孩童3}),[:HAS_FEATURE],(:Feature {name: 圆脸、笑容满面})
(:Figure {name: 孩童3}),[:WEARS],(:Costume {name: 绿色上衣、红色裤子、蓝色鞋子})
(:Figure {name: 孩童3}),[:HAS_POSE],(:Pose {name: 被其他孩童拉扯，表情开心})
(:Figure {name: 孩童4}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 孩童4}),[:HAS_FEATURE],(:Feature {name: 圆脸、笑容满面})
(:Figure {name: 孩童4}),[:WEARS],(:Costume {name: 蓝色上衣、黄色裤子、粉色鞋子})
(:Figure {name: 孩童4}),[:HAS_POSE],(:Pose {name: 向左拉扯另一孩童，手持莲花})
(:Figure {name: 孩童5}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 孩童5}),[:HAS_FEATURE],(:Feature {name: 圆脸、笑容满面})
(:Figure {name: 孩童5}),[:WEARS],(:Costume {name: 红色上衣、蓝色裤子、绿色鞋子})
(:Figure {name: 孩童5}),[:HAS_POSE],(:Pose {name: 怀抱莲花，表情愉悦})
(:Figure {name: 孩童4}),[:HOLDS],(:Object {name: 莲花})
(:Figure {name: 孩童5}),[:HOLDS],(:Object {name: 莲花})
(:Object {name: 莲花}),[:HAS_MATERIAL],(:Material {name: 植物材质})
(:Object {name: 莲花}),[:HAS_PROPERTY],(:Property {name: 盛开、带有莲蓬})
(:Artwork {name: 《富贵有余》}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 红、绿、蓝、黄})
(:Artwork {name: 《富贵有余》}),[:USES_COMPOSITION],(:Composition {name: 对称布局，中央突出，四周环绕})
(:Artwork {name: 《富贵有余》}),[:DEPICTS],(:Figure {name: 胖娃娃1})
(:Artwork {name: 《富贵有余》}),[:DEPICTS],(:Figure {name: 胖娃娃2})
(:Artwork {name: 《富贵有余》}),[:DEPICTS],(:Figure {name: 胖娃娃3})
(:Artwork {name: 《富贵有余》}),[:DEPICTS],(:Figure {name: 胖娃娃4})
(:Artwork {name: 《富贵有余》}),[:DEPICTS],(:Figure {name: 胖娃娃5})
(:Artwork {name: 《富贵有余》}),[:CONTAINS],(:Object {name: 荷叶})
(:Artwork {name: 《富贵有余》}),[:CONTAINS],(:Object {name: 荷花})
(:Artwork {name: 《富贵有余》}),[:CONTAINS],(:Object {name: 莲蓬})
(:Artwork {name: 《富贵有余》}),[:CONTAINS],(:Object {name: 竹竿})
(:Figure {name: 胖娃娃1}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 胖娃娃1}),[:WEARS],(:Costume {name: 红色上衣、蓝色裤子})
(:Figure {name: 胖娃娃1}),[:HAS_POSE],(:Pose {name: 站立，手持竹竿})
(:Figure {name: 胖娃娃2}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 胖娃娃2}),[:WEARS],(:Costume {name: 粉色上衣、绿色裤子})
(:Figure {name: 胖娃娃2}),[:HAS_POSE],(:Pose {name: 坐着，手扶脸颊})
(:Figure {name: 胖娃娃3}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 胖娃娃3}),[:WEARS],(:Costume {name: 白色上衣、黑色裤子})
(:Figure {name: 胖娃娃3}),[:HAS_POSE],(:Pose {name: 蹲着，双手合十})
(:Figure {name: 胖娃娃4}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 胖娃娃4}),[:WEARS],(:Costume {name: 无衣物})
(:Figure {name: 胖娃娃4}),[:HAS_POSE],(:Pose {name: 水中嬉戏，双手张开})
(:Figure {name: 胖娃娃5}),[:IS_A],(:FigureAttribute {name: 孩童})
(:Figure {name: 胖娃娃5}),[:HAS_FEATURE],(:Feature {name: 圆脸、笑容满面})
(:Figure {name: 胖娃娃5}),[:WEARS],(:Costume {name: 蓝色裤子})
(:Figure {name: 胖娃娃5}),[:HAS_POSE],(:Pose {name: 水中嬉戏，怀抱鲤鱼})
(:Figure {name: 胖娃娃5}),[:HOLDS],(:Object {name: 鲤鱼})
(:Object {name: 鲤鱼}),[:HAS_MATERIAL],(:Material {name: 鳞片})
(:Object {name: 鲤鱼}),[:HAS_PROPERTY],(:Property {name: 红色、活蹦乱跳})
(:Object {name: 荷叶}),[:HAS_MATERIAL],(:Material {name: 植物纤维})
(:Object {name: 荷叶}),[:HAS_PROPERTY],(:Property {name: 绿色、宽大})
(:Object {name: 荷花}),[:HAS_MATERIAL],(:Material {name: 植物纤维})
(:Object {name: 荷花}),[:HAS_PROPERTY],(:Property {name: 粉红色、盛开})
(:Object {name: 莲蓬}),[:HAS_MATERIAL],(:Material {name: 植物纤维})
(:Object {name: 莲蓬}),[:HAS_PROPERTY],(:Property {name: 绿色、多籽})
(:Object {name: 竹竿}),[:HAS_MATERIAL],(:Material {name: 竹子})
(:Object {name: 竹竿}),[:HAS_PROPERTY],(:Property {name: 细长、绿色})
(:Artwork {name: 《欢天喜地》}),[:HAS_THEME],(:Theme {name: 儿童嬉戏})
(:Artwork {name: 《欢天喜地》}),[:USES_COLOR_PALETTE],(:ColorPalette {name: 明亮色彩})
(:Artwork {name: 《欢天喜地》}),[:USES_COMPOSITION],(:Composition {name: 横向布局，人物分散排列})
(:Artwork {name: 《欢天喜地》}),[:DEPICTS],(:Figure {name: 儿童1})
(:Artwork {name: 《欢天喜地》}),[:DEPICTS],(:Figure {name: 儿童2})
(:Artwork {name: 《欢天喜地》}),[:DEPICTS],(:Figure {name: 儿童3})
(:Artwork {name: 《欢天喜地》}),[:DEPICTS],(:Figure {name: 儿童4})
(:Artwork {name: 《欢天喜地》}),[:DEPICTS],(:Figure {name: 儿童5})
(:Artwork {name: 《欢天喜地》}),[:DEPICTS],(:Figure {name: 儿童6})
(:Artwork {name: 《欢天喜地》}),[:CONTAINS],(:Object {name: 球})
(:Artwork {name: 《欢天喜地》}),[:CONTAINS],(:Object {name: 树木})
(:Artwork {name: 《欢天喜地》}),[:CONTAINS],(:Object {name: 花朵})
(:Figure {name: 儿童1}),[:IS_A],(:FigureAttribute {name: 男孩})
(:Figure {name: 儿童1}),[:HAS_FEATURE],(:Feature {name: 戴帽子，面带笑容})
(:Figure {name: 儿童1}),[:WEARS],(:Costume {name: 蓝色上衣和红色裤子})
(:Figure {name: 儿童1}),[:HAS_POSE],(:Pose {name: 弯腰，双手扶着另一个孩子})
(:Figure {name: 儿童2}),[:IS_A],(:FigureAttribute {name: 男孩})
(:Figure {name: 儿童2}),[:HAS_FEATURE],(:Feature {name: 穿粉色衣服，面带笑容})
(:Figure {name: 儿童2}),[:WEARS],(:Costume {name: 粉色上衣和绿色裤子})
(:Figure {name: 儿童2}),[:HAS_POSE],(:Pose {name: 站立，一只手抬起})
(:Figure {name: 儿童3}),[:IS_A],(:FigureAttribute {name: 男孩})
(:Figure {name: 儿童3}),[:HAS_FEATURE],(:Feature {name: 穿黄色衣服，面带笑容})
(:Figure {name: 儿童3}),[:WEARS],(:Costume {name: 黄色上衣和灰色裤子})
(:Figure {name: 儿童3}),[:HAS_POSE],(:Pose {name: 跳跃，双手向前伸展})
(:Figure {name: 儿童4}),[:IS_A],(:FigureAttribute {name: 男孩})
(:Figure {name: 儿童4}),[:HAS_FEATURE],(:Feature {name: 穿紫色衣服，面带笑容})
(:Figure {name: 儿童4}),[:WEARS],(:Costume {name: 紫色上衣和粉色裤子})
(:Figure {name: 儿童4}),[:HAS_POSE],(:Pose {name: 蹲下，双手向前伸展})
(:Figure {name: 儿童5}),[:IS_A],(:FigureAttribute {name: 男孩})
(:Figure {name: 儿童5}),[:HAS_FEATURE],(:Feature {name: 穿蓝色衣服，面带笑容})
(:Figure {name: 儿童5}),[:WEARS],(:Costume {name: 蓝色上衣和黄色裤子})
(:Figure {name: 儿童5}),[:HAS_POSE],(:Pose {name: 跪坐，抬头看球})
(:Figure {name: 儿童6}),[:IS_A],(:FigureAttribute {name: 男孩})
(:Figure {name: 儿童6}),[:HAS_FEATURE],(:Feature {name: 穿红色衣服，面带笑容})
(:Figure {name: 儿童6}),[:WEARS],(:Costume {name: 红色上衣和蓝色裤子})
(:Figure {name: 儿童6}),[:HAS_POSE],(:Pose {name: 站立，手持物品})
(:Figure {name: 儿童1}),[:HOLDS],(:Object {name: 球})
(:Figure {name: 儿童2}),[:HOLDS],(:Object {name: 球})
